review,review_processed,label_text,source_file,review_rating,vader_compound,textblob_polarity,textblob_subjectivity,text_sentiment,normalized_key,label_source,language_pattern,pattern_type
The current update broke the app. The location system is not working. Manual location are not working. orders are being taken. Worst update ever. Why update something to just to break it.,the curre not NOT_update NOT_broke NOT_the NOT_app the location system is broken manual location are broken orders are being taken worst update ever why update something to just to break it,the curre not update broke the app. the location system is broken. manual location are broken. orders are being taken. worst update ever. why update something to just to break it.,foodpanda_reviews.csv,1.0,-0.8388,-0.6,0.6,negative,the current update broke the app. the location system is not working. manual location are not working. orders are being taken. worst update ever. why update something to just to break it.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Shittest, most pathetic app with absurd service",shittest most pathetic app with absurd service,"shittest, most pathetic app with absurd service",foodpanda_reviews.csv,1.0,-0.6115,-0.3333333333333333,0.8333333333333334,negative,"shittest, most pathetic app with absurd service",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very bad experience over all.,very bad experience over all,very bad experience over all.,foodpanda_reviews.csv,1.0,-0.5849,-0.9099999999999998,0.8666666666666667,negative,very bad experience over all.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I HAD A HARD TIME LOGGING IN. THEN WHEN I WAS DONE THERES A NOTIFICATION SAYING THE FREAKING SERVERS ARE DOWN. I WASTED MINUTES OF MY LIFE FOR NOTHING. THIS APP IS NOT RELIABLE,i had a hard time logging in then when i was done theres a notification saying the freaking servers are down i wasted minutes of my life for nothing this app is not NOT_reliable,i had a hard time logging in. then when i was done theres a notification saying the freaking servers are down. i wasted minutes of my life for nothing. this app is not reliable,grab_reviews.csv,1.0,-0.7506,-0.21574074074074076,0.27685185185185185,negative,i had a hard time logging in. then when i was done theres a notification saying the freaking servers are down. i wasted minutes of my life for nothing. this app is not reliable,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Today I already have a bad experience using this app. It's so hard to book a car because off payment method.,today i already have a bad experience using this app it is so hard to book a car because off payme not NOT_method,today i already have a bad experience using this app. it is so hard to book a car because off payme not method.,grab_reviews.csv,1.0,-0.656,-0.49583333333333324,0.6041666666666666,negative,today i already have a bad experience using this app. it's so hard to book a car because off payment method.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
i hate this application please stop your adds because i didn't show anything Just showing pizza or Burger and enough and you show on adds start on 50 rupees so where is 50 rupess food ? you fool,i hate this application please stop your adds because i did not NOT_show NOT_anything NOT_just NOT_showing pizza or burger and enough and you show on adds start on 50 rupees so where is 50 rupess food you fool,i hate this application please stop your adds because i did not show anything just showing pizza or burger and enough and you show on adds start on 50 rupees so where is 50 rupess food? you fool,foodpanda_reviews.csv,1.0,-0.7579,-0.4,0.7,negative,i hate this application please stop your adds because i didn't show anything just showing pizza or burger and enough and you show on adds start on 50 rupees so where is 50 rupess food ? you fool,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very bad experience I hate it,very bad experience i hate it,very bad experience i hate it,foodpanda_reviews.csv,5.0,-0.8297,-0.855,0.8833333333333333,negative,very bad experience i hate it,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Flow is really bad. Edit order is invisible..,flow is really bad edit order is invisible,flow is really bad. edit order is invisible..,foodpanda_reviews.csv,1.0,-0.5849,-0.6999999999999998,0.6666666666666666,negative,flow is really bad. edit order is invisible..,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
aplication too many update. almost every day any update. my opinion the program is not good.,aplication too many update almost every day any update my opinion the program is bad,aplication too many update. almost every day any update. my opinion the program is bad.,grab_reviews.csv,2.0,-0.5423,-0.09999999999999992,0.5833333333333333,negative,aplication too many update. almost every day any update. my opinion the program is not good.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I don't like it in Indonesia where I can't use credit cards anymore but forced to use OVO!!!,i dislike it in indonesia where i unusable credit cards anymore but forced to use ovo CONTRAST_FOCUS forced to use ovo CONTRAST_FOCUS forced to use ovo,forced to use ovo!!!,grab_reviews.csv,3.0,-0.5962,-0.5859375000000001,0.2,negative,i don't like it in indonesia where i can't use credit cards anymore but forced to use ovo!!!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very bad service. Deleted this app. If you wany to waste your time order in. This app.,very bad service deleted this app if you wany to waste your time order in this app,very bad service. deleted this app. if you wany to waste your time order in. this app.,foodpanda_reviews.csv,1.0,-0.7645,-0.5549999999999999,0.43333333333333335,negative,very bad service. deleted this app. if you wany to waste your time order in. this app.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
They sended me worst food and on complain wrote a cut copy paste mail. Zero start could be given if there was a option,they sended me worst food and on complain wrote a cut copy paste mail zero start could be given if there was a option,they sended me worst food and on complain wrote a cut copy paste mail. zero start could be given if there was a option,foodpanda_reviews.csv,1.0,-0.8271,-1.0,1.0,negative,they sended me worst food and on complain wrote a cut copy paste mail. zero start could be given if there was a option,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Extremely annoyed with pop up ads,extremely annoyed with pop up ads,extremely annoyed with pop up ads,foodpanda_reviews.csv,1.0,-0.4391,-0.4,0.8,negative,extremely annoyed with pop up ads,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Robbed 300tk off me. Order had missing items, was given a voucher that doesn't work. Contacted their help center mutiple times, sent 3 emails with screenshots of proofs as asked but no reply. After trying for nearly two weeks, I'm forced to give it a bad rating. Terrible customer support.",robbed 300 tk off me order had missing items was given a voucher that broken contacted their help center mutiple times se not NOT_3 NOT_emails NOT_with NOT_screenshots of proofs as asked but no NOT_reply after trying for nearly two weeks i am forced to give it a bad rating terrible customer support CONTRAST_FOCUS no NOT_reply after trying for nearly two weeks i am forced to give it a bad rating terrible customer support CONTRAST_FOCUS no NOT_reply after trying for nearly two weeks i am forced to give it a bad rating terrible customer support,"no reply. after trying for nearly two weeks, i am forced to give it a bad rating. terrible customer support.",foodpanda_reviews.csv,1.0,-0.8442,-0.475,0.5666666666666667,negative,"robbed 300tk off me. order had missing items, was given a voucher that doesn't work. contacted their help center mutiple times, sent 3 emails with screenshots of proofs as asked but no reply. after trying for nearly two weeks, i'm forced to give it a bad rating. terrible customer support.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
